Date,High,Low,Open,Close,Volume,Adj Close,Month,Quarter,Year
2005-08-30,144.8999023,143.0830841,143.8388367,143.7787781,9574416,143.7787781,8,Quarter 3,2005
2005-08-31,144.3943939,142.3223267,144.2592621,143.1431427,10057932,143.1431427,8,Quarter 3,2005
2005-09-01,143.8938904,142.6426392,143.0980988,143.2682648,5478716,143.2682648,9,Quarter 3,2005
2005-09-02,145.1401367,143.3633575,143.3983917,144.3693695,6862131,144.3693695,9,Quarter 3,2005
2005-09-06,144.8398438,143.5435486,144.6446381,143.6987,8416175,143.6987,9,Quarter 3,2005
2005-09-07,147.8979034,142.7827759,143.088089,147.5825806,14984001,147.5825806,9,Quarter 3,2005
2005-09-08,149.7897949,146.826828,147.562561,147.8428497,13213373,147.8428497,9,Quarter 3,2005
2005-09-09,149.699707,148.428421,148.7887878,149.6947021,8772219,149.6947021,9,Quarter 3,2005
2005-09-12,155.86586,150.65065,151.0260315,155.0250244,20752227,155.0250244,9,Quarter 3,2005
2005-09-13,157.9229279,153.2382355,154.6546478,155.9960022,20579200,155.9960022,9,Quarter 3,2005
2005-09-14,156.7967987,150.300293,154.519516,151.6516571,22529048,151.6516571,9,Quarter 3,2005
2005-09-15,153.5285339,149.1041107,149.9099121,151.4614563,30901468,151.4614563,9,Quarter 3,2005
2005-09-16,152.4024048,150.085083,152.1621552,150.2502441,15144440,150.2502441,9,Quarter 3,2005
2005-09-19,153.1531525,150.5055084,150.65065,152.0470428,11512276,152.0470428,9,Quarter 3,2005
2005-09-20,155.8058014,152.7677612,153.2282257,154.1091156,18683298,154.1091156,9,Quarter 3,2005
2005-09-21,157.0370331,153.1331329,154.3593597,156.1061096,20219161,156.1061096,9,Quarter 3,2005
2005-09-22,159.7697754,155.2402344,155.905899,155.8408356,25986787,155.8408356,9,Quarter 3,2005
2005-09-23,158.7637634,156.4514465,156.656662,157.8378448,16950632,157.8378448,9,Quarter 3,2005
2005-09-26,160.6356354,156.4364319,159.9099121,157.2973022,19769011,157.2973022,9,Quarter 3,2005
2005-09-27,159.3643646,156.8468475,157.6326294,157.127121,13732454,157.127121,9,Quarter 3,2005
2005-09-28,157.7077026,152.9529572,157.2672729,153.1531525,15978805,153.1531525,9,Quarter 3,2005
2005-09-29,155.5155182,153.1931915,153.4934998,154.9649658,11216372,154.9649658,9,Quarter 3,2005
2005-09-30,158.908905,156.3013,157.2672729,158.388382,18284297,158.388382,9,Quarter 3,2005
2005-10-03,160.21521,156.5515594,156.9719696,159.4994965,18302279,159.4994965,10,Quarter 4,2005
2005-10-04,160.8007965,155.525528,160.1351318,155.6556549,18270311,155.6556549,10,Quarter 4,2005
2005-10-05,157.607605,154.1541595,156.5014954,155.5105133,16640143,155.5105133,10,Quarter 4,2005
2005-10-06,157.3973999,155.2001953,157.2272339,156.5315247,15971612,156.5315247,10,Quarter 4,2005
2005-10-07,158.4934998,155.4254303,157.5525513,156.6516571,13527059,156.6516571,10,Quarter 4,2005
2005-10-10,157.5675659,154.7297363,156.8118134,155.480484,11133256,155.480484,10,Quarter 4,2005
2005-10-11,156.4814758,152.5825806,155.4604645,153.2032013,17068115,153.2032013,10,Quarter 4,2005
2005-10-12,153.7487488,149.6496429,152.7527466,150.6356354,18593788,150.6356354,10,Quarter 4,2005
2005-10-13,151.1511536,145.4854889,151.1511536,148.868866,21114265,148.868866,10,Quarter 4,2005
2005-10-14,150.2652588,146.4164124,150.1000977,148.2182159,17021162,148.2182159,10,Quarter 4,2005
2005-10-17,152.7527466,147.4274292,148.8988953,152.6526489,15118267,152.6526489,10,Quarter 4,2005
2005-10-18,154.13414,151.5215149,152.6326294,151.7917938,14141444,151.7917938,10,Quarter 4,2005
2005-10-19,155.0900879,152.1321259,152.1521454,154.5045013,14007379,154.5045013,10,Quarter 4,2005
2005-10-20,155.7207184,150.7557526,155.1501465,151.7517548,27795577,151.7517548,10,Quarter 4,2005
2005-10-21,173.388382,166.6666718,173.0730743,170.1201172,45739015,170.1201172,10,Quarter 4,2005
2005-10-24,174.8248291,171.2662659,171.8568573,174.4994965,18844537,174.4994965,10,Quarter 4,2005
2005-10-25,173.8738708,171.6016083,173.0630646,173.6286316,13742843,173.6286316,10,Quarter 4,2005
2005-10-26,178.1781769,173.2682648,173.3133087,177.8979034,17797185,177.8979034,10,Quarter 4,2005
2005-10-27,178.7237244,176.0160217,178.4784851,176.7067108,10258531,176.7067108,10,Quarter 4,2005
2005-10-28,179.6546478,177.6876831,177.8128204,179.264267,11795193,179.264267,10,Quarter 4,2005
2005-10-31,187.562561,179.9349365,180.300293,186.2562561,28657114,186.2562561,10,Quarter 4,2005
2005-11-01,192.1421356,184.6896973,186.1161194,189.8798828,32679488,189.8798828,11,Quarter 4,2005
2005-11-02,192.692688,188.7737732,191.0410461,190.0300293,21109669,190.0300293,11,Quarter 4,2005
2005-11-03,193.48349,190.8808746,191.3963928,193.1681671,14881903,193.1681671,11,Quarter 4,2005
2005-11-04,196.091095,192.917923,195.1851807,195.4104156,17632150,195.4104156,11,Quarter 4,2005
2005-11-07,198.9339294,196.2712708,197.7477417,197.7127075,19163817,197.7127075,11,Quarter 4,2005
2005-11-08,197.9929962,194.4844818,197.3223267,195.1451416,15779205,195.1451416,11,Quarter 4,2005
2005-11-09,194.3393402,189.2042084,193.5285339,189.7647705,20912866,189.7647705,11,Quarter 4,2005
2005-11-10,195.8708649,188.9039001,189.3693695,195.7457428,18239143,195.7457428,11,Quarter 4,2005
2005-11-11,198.6486511,194.6196136,197.7577515,195.395401,14113672,195.395401,11,Quarter 4,2005
2005-11-14,199.3093109,195.960968,196.2562561,198.6836853,15600184,198.6836853,11,Quarter 4,2005
2005-11-15,198.6987,195.6706696,197.3873901,196.5966034,17232550,196.5966034,11,Quarter 4,2005
2005-11-16,199.6246185,197.2522583,198.2982941,199.2742767,17373010,199.2742767,11,Quarter 4,2005
2005-11-17,202.1071014,199.9649658,201.1011047,201.9269257,18405976,201.9269257,11,Quarter 4,2005
2005-11-18,202.4524536,200.1251221,201.9469452,200.3052979,14037149,200.3052979,11,Quarter 4,2005
2005-11-21,205.1951904,196.9419403,199.78479,204.8848877,20649530,204.8848877,11,Quarter 4,2005
2005-11-22,208.8638611,203.3183136,204.5295258,208.4434357,19172808,208.4434357,11,Quarter 4,2005
2005-11-23,212.5725708,208.0980988,208.7287292,211.6416473,20149830,211.6416473,11,Quarter 4,2005
2005-11-25,214.5895844,212.8628693,213.1031036,214.5245209,9670520,214.5245209,11,Quarter 4,2005
2005-11-28,215.8358307,211.431427,215.1251221,211.9519501,21994783,211.9519501,11,Quarter 4,2005
2005-11-29,213.4134064,201.2712708,212.4424438,201.9719696,42948608,201.9719696,11,Quarter 4,2005
2005-11-30,204.4294281,197.9779816,202.3323364,202.6576538,31162007,202.6576538,11,Quarter 4,2005
2005-12-01,207.9279327,204.34935,204.8048096,207.2522583,19470310,207.2522583,12,Quarter 4,2005
2005-12-02,209.9749756,207.1371307,208.6786804,209.0590515,15071913,209.0590515,12,Quarter 4,2005
2005-12-05,208.9589539,202.3423462,208.7087097,203.1281281,20558221,203.1281281,12,Quarter 4,2005
2005-12-06,208.4134064,201.0510559,204.5545502,202.4724731,30220349,202.4724731,12,Quarter 4,2005
2005-12-07,203.5535583,199.7047119,203.2832794,202.3123169,23308468,202.3123169,12,Quarter 4,2005
2005-12-08,205.5305328,201.5215149,202.8528595,205.5305328,17802180,205.5305328,12,Quarter 4,2005
2005-12-09,208.0980988,204.4844818,207.7077026,204.8048096,15271513,204.8048096,12,Quarter 4,2005
2005-12-12,207.8128204,205.1801758,207.522522,206.5115051,13886300,206.5115051,12,Quarter 4,2005
2005-12-13,209.2092133,206.0260315,206.4564514,208.953949,16311272,208.953949,12,Quarter 4,2005
2005-12-14,210.0750732,207.9529572,208.7287292,209.6896973,13247539,209.6896973,12,Quarter 4,2005
2005-12-15,211.7817841,208.4584656,209.7647705,211.4864807,12079508,211.4864807,12,Quarter 4,2005
2005-12-16,216.4664612,211.5865936,212.8828888,215.2902832,32628339,215.2902832,12,Quarter 4,2005
2005-12-19,223.3283234,210.2652588,216.3163147,212.5125122,43829726,212.5125122,12,Quarter 4,2005
2005-12-20,216.3163147,212.5475464,214.1441498,215.085083,20149231,215.085083,12,Quarter 4,2005
2005-12-21,218.6486511,210.565567,216.9919891,213.3783722,22421356,213.3783722,12,Quarter 4,2005
2005-12-22,216.6466522,213.1781769,216.1011047,216.2362366,15078107,216.2362366,12,Quarter 4,2005
2005-12-23,216.4664612,214.604599,216.2912903,215.6806793,9181010,215.6806793,12,Quarter 4,2005
2005-12-27,216.1461487,211.5915985,216.1461487,212.5325317,13392194,212.5325317,12,Quarter 4,2005
2005-12-28,214.1041107,210.8408356,212.3823853,213.5585632,14221564,213.5585632,12,Quarter 4,2005
2005-12-29,214.5795746,209.7947998,214.2042084,210.2852783,13877708,210.2852783,12,Quarter 4,2005
2005-12-30,209.3143158,207.0770721,208.8438416,207.6376343,15159026,207.6376343,12,Quarter 4,2005
2006-01-03,218.0530548,209.3193207,211.4714661,217.83284,26216158,217.83284,1,Quarter 1,2006
2006-01-04,224.7047119,220.0950928,222.1721649,222.8428497,30542227,222.8428497,1,Quarter 1,2006
2006-01-05,226.0010071,220.9709778,223.2232208,225.8458405,21594983,225.8458405,1,Quarter 1,2006
2006-01-06,235.4854889,226.8468475,228.6636658,233.0630646,35478286,233.0630646,1,Quarter 1,2006
2006-01-09,236.9369354,230.7006989,233.4384308,233.6836853,25558216,233.6836853,1,Quarter 1,2006
2006-01-10,235.3603668,231.2512512,232.4424438,235.1151123,18176006,235.1151123,1,Quarter 1,2006
2006-01-11,237.7927856,234.8248291,235.8708649,236.0510559,17996785,236.0510559,1,Quarter 1,2006
2006-01-12,237.7327271,230.9809875,237.0970917,232.0470428,20230349,232.0470428,1,Quarter 1,2006
2006-01-13,233.6786804,231.0360413,232.3873901,233.3583527,15297887,233.3583527,1,Quarter 1,2006
2006-01-17,235.1851807,231.4964905,231.7617645,233.7887878,16524059,233.7887878,1,Quarter 1,2006
2006-01-18,228.908905,221.8468475,223.8738708,222.6776733,40930429,222.6776733,1,Quarter 1,2006
2006-01-19,226.9719696,216.7167206,225.8108063,218.4434357,29045525,218.4434357,1,Quarter 1,2006
2006-01-20,220.2352295,197.5675659,219.5695648,199.9299316,82151167,199.9299316,1,Quarter 1,2006
2006-01-23,214.4094086,203.0680695,203.8938904,213.9639587,45437317,213.9639587,1,Quarter 1,2006
2006-01-24,222.6976929,217.4574585,218.2332306,221.7367401,30898271,221.7367401,1,Quarter 1,2006
2006-01-25,227.3423462,214.8248291,225.8558502,216.7167206,37442120,216.7167206,1,Quarter 1,2006
2006-01-26,220.21521,211.9919891,219.9899902,217.352356,25826348,217.352356,1,Quarter 1,2006
2006-01-27,219.3293304,214.7047119,217.7177124,216.9619598,16887496,216.9619598,1,Quarter 1,2006
2006-01-30,216.8568573,212.7127075,214.829834,213.6236267,17160622,213.6236267,1,Quarter 1,2006
2006-01-31,220.0200195,212.1972046,215.5005035,216.5465546,44087868,216.5465546,1,Quarter 1,2006
2006-02-01,201.2012024,193.953949,194.7097168,201.091095,54190755,201.091095,2,Quarter 1,2006
2006-02-02,203.4534454,198.1881866,202.1121063,198.2182159,23591785,198.2182159,2,Quarter 1,2006
2006-02-03,197.1471405,186.4714661,197.0070038,190.9659729,36527036,190.9659729,2,Quarter 1,2006
2006-02-06,195.1451416,189.9699707,192.8478546,192.7427368,17862919,192.7427368,2,Quarter 1,2006
2006-02-07,192.042038,181.8568573,191.6866913,184.1441498,33227140,184.1441498,2,Quarter 1,2006
2006-02-08,185.5305328,177.5125122,184.4244232,184.7247314,41566592,184.7247314,2,Quarter 1,2006
2006-02-09,187.3873901,178.2332306,185.7857819,179.5645599,23800975,179.5645599,2,Quarter 1,2006
2006-02-10,182.4324341,176.7467499,181.1561584,181.4864807,30416553,181.4864807,2,Quarter 1,2006
2006-02-13,175.4754791,171.1161194,173.4934998,173.0230255,39396164,173.0230255,2,Quarter 1,2006
2006-02-14,176.0210266,171.3713684,172.8378448,171.8318329,29278692,171.8318329,2,Quarter 1,2006
2006-02-15,173.173172,169.0840912,170.8058014,171.3613586,25868106,171.3613586,2,Quarter 1,2006
2006-02-16,183.6836853,172.4174194,173.0080109,183.4134064,42588369,183.4134064,2,Quarter 1,2006
2006-02-17,186.2562561,181.9919891,185.1151123,184.5595551,28611760,184.5595551,2,Quarter 1,2006
2006-02-21,186.956955,182.7377319,183.4033966,183.4784851,17354628,183.4784851,2,Quarter 1,2006
2006-02-22,184.6596527,182.1121063,183.7587585,182.9279327,12939448,182.9279327,2,Quarter 1,2006
2006-02-23,190.8108063,182.8778839,182.9879913,189.2242279,25078097,189.2242279,2,Quarter 1,2006
2006-02-24,190.2252197,186.9319305,188.8388367,188.8888855,12955631,188.8888855,2,Quarter 1,2006
2006-02-27,196.046051,190.3303375,190.8258209,195.3853912,20403976,195.3853912,2,Quarter 1,2006
2006-02-28,198.9689636,169.4244232,196.7967987,181.4914856,78796325,181.4914856,2,Quarter 1,2006
2006-03-01,184.9099121,180.8308258,184.4644623,182.5825806,24098278,182.5825806,3,Quarter 1,2006
2006-03-02,190.7407379,181.2812805,182.3223267,188.4134064,36623939,188.4134064,3,Quarter 1,2006
2006-03-03,193.8138123,188.0680695,192.3423462,189.2792816,23900076,189.2792816,3,Quarter 1,2006
2006-03-06,191.8918915,183.7537537,190.6456451,184.2342377,17861521,184.2342377,3,Quarter 1,2006
2006-03-07,184.4094086,179.2542572,182.692688,182.4074097,20736842,182.4074097,3,Quarter 1,2006
2006-03-08,180.1951904,175.4454498,177.1421356,177.1171112,23467709,177.1171112,3,Quarter 1,2006
2006-03-09,179.4444427,170.9209137,177.872879,171.6716766,27792979,171.6716766,3,Quarter 1,2006
2006-03-10,172.4224243,165.9409485,171.9219208,168.9189148,38612549,168.9189148,3,Quarter 1,2006
2006-03-13,173.2232208,167.8928986,170.6356354,168.6987,27257515,168.6987,3,Quarter 1,2006
2006-03-14,176.3613586,166.4764709,168.738739,175.7557526,36864499,175.7557526,3,Quarter 1,2006
2006-03-15,176.3263245,170.4354401,175.5605621,172.4224243,25512062,172.4224243,3,Quarter 1,2006
2006-03-16,174.5495453,169.1191254,174.4794769,169.5545502,20013367,169.5545502,3,Quarter 1,2006
2006-03-17,171.0610657,167.6326294,169.5695648,170.0650635,17086297,170.0650635,3,Quarter 1,2006
2006-03-20,175.2202148,170.9409485,171.3413391,174.2692719,20794385,174.2692719,3,Quarter 1,2006
2006-03-21,176.006012,169.7097168,175.1801758,170.130127,19642538,170.130127,3,Quarter 1,2006
2006-03-22,172.222229,168.9189148,170.0450439,170.2802734,15176808,170.2802734,3,Quarter 1,2006
2006-03-23,173.0480499,170.2702637,171.346344,171.1161194,14854531,171.1161194,3,Quarter 1,2006
2006-03-24,185.2302246,181.4364319,184.4944916,183.0830841,30330839,183.0830841,3,Quarter 1,2006
2006-03-27,186.0410461,182.6826782,183.7287292,185.0300293,14033353,185.0300293,3,Quarter 1,2006
2006-03-28,189.1191254,185.7707672,186.0410461,188.7887878,17873708,188.7887878,3,Quarter 1,2006
2006-03-29,199.699707,189.9449463,190.1601563,197.6876831,38016945,197.6876831,3,Quarter 1,2006
2006-03-30,196.9469452,191.996994,194.7897949,194.4144135,29393977,194.4144135,3,Quarter 1,2006
2006-03-31,196.131134,192.2072144,194.5645599,195.1951904,72969757,195.1951904,3,Quarter 1,2006
2006-04-03,196.431427,194.1591644,194.9599609,195.0450439,16229155,195.0450439,4,Quarter 2,2006
2006-04-04,202.6526489,194.264267,195.1451416,202.3723755,31399969,202.3723755,4,Quarter 2,2006
2006-04-05,207.4924927,201.611618,204.304306,204.1992035,26794179,204.1992035,4,Quarter 2,2006
2006-04-06,207.1521454,202.917923,203.4484406,205.7957916,17179803,205.7957916,4,Quarter 2,2006
2006-04-07,206.6316376,202.2122192,206.4114075,203.2832794,14037748,203.2832794,4,Quarter 2,2006
2006-04-10,208.7937927,202.8278351,203.7437439,208.3983917,18621560,208.3983917,4,Quarter 2,2006
2006-04-11,209.7597656,203.3133087,208.4184113,205.0350342,22192186,205.0350342,4,Quarter 2,2006
2006-04-12,205.8708649,202.7977905,204.7047119,204.6796875,12021966,204.6796875,4,Quarter 2,2006
2006-04-13,205.085083,200.4504547,204.519516,201.2812805,13092694,201.2812805,4,Quarter 2,2006
2006-04-17,206.4564514,200.6206207,201.9269257,203.6136169,16502481,203.6136169,4,Quarter 2,2006
2006-04-18,205.1201172,200.9509583,204.1691742,202.3223267,16258925,202.3223267,4,Quarter 2,2006
2006-04-19,207.0270233,203.568573,206.4914856,205.4554596,13549837,205.4554596,4,Quarter 2,2006
2006-04-20,208.2082062,204.304306,205.7107086,207.7077026,24518457,207.7077026,4,Quarter 2,2006
2006-04-21,225.5855865,218.303299,224.6746826,218.7687683,45057497,218.7687683,4,Quarter 2,2006
2006-04-24,222.5725708,218.4784851,219.9199219,220.4704742,17655127,220.4704742,4,Quarter 2,2006
2006-04-25,220.7407379,213.2132111,220.0350342,213.7937927,19118862,213.7937927,4,Quarter 2,2006
2006-04-26,215.2352295,211.9769745,214.0840912,213.1981964,14541044,213.1981964,4,Quarter 2,2006
2006-04-27,213.6686707,209.9049072,211.6666718,210.2252197,16659124,210.2252197,4,Quarter 2,2006
2006-04-28,213.0780792,208.3583527,209.5245209,209.179184,14827757,209.179184,4,Quarter 2,2006
2006-05-01,209.9299316,199.474472,209.4444427,199.6496429,20701678,199.6496429,5,Quarter 2,2006
2006-05-02,201.4464417,194.3943939,200.7407379,197.5975952,26182391,197.5975952,5,Quarter 2,2006
2006-05-03,200.9509583,195.6356354,198.3733673,197.2822876,16128256,197.2822876,5,Quarter 2,2006
2006-05-04,199.6346283,196.3013,197.7127075,197.5725708,9294696,197.5725708,5,Quarter 2,2006
2006-05-05,200.5405426,196.0860901,198.9989929,197.3473511,12117870,197.3473511,5,Quarter 2,2006
2006-05-08,198.7587585,195.2202148,197.7527466,197.5875854,10226963,197.5875854,5,Quarter 2,2006
2006-05-09,204.7047119,197.0720673,198.0480499,204.604599,18262919,204.604599,5,Quarter 2,2006
2006-05-10,206.0610657,201.131134,204.3593597,201.6916962,12362026,201.6916962,5,Quarter 2,2006
2006-05-11,202.5575562,192.6826782,201.911911,193.6936951,17767814,193.6936951,5,Quarter 2,2006
2006-05-12,192.6276245,186.9619598,191.9619598,187.2522583,20155025,187.2522583,5,Quarter 2,2006
2006-05-15,190.2652588,184.3093109,188.1531525,188.2882843,17163020,188.2882843,5,Quarter 2,2006
2006-05-16,188.6186218,185.130127,188.1831818,185.8358307,12969218,185.8358307,5,Quarter 2,2006
2006-05-17,190.1101074,185.2952881,185.4904938,187.437439,21266312,187.437439,5,Quarter 2,2006
2006-05-18,191.0960999,185.5405426,189.5795746,185.6806793,11658330,185.6806793,5,Quarter 2,2006
2006-05-19,187.437439,180.4654694,186.826828,185.1951904,22773604,185.1951904,5,Quarter 2,2006
2006-05-22,186.7017059,182.8078156,184.1091156,185.6606598,17191591,185.6606598,5,Quarter 2,2006
2006-05-23,192.1321259,186.9669647,187.2922974,187.9779816,17948034,187.9779816,5,Quarter 2,2006
2006-05-24,191.911911,185.9909973,188.8638611,190.8158112,19088492,190.8158112,5,Quarter 2,2006
2006-05-25,191.6916962,186.3413391,189.7297363,191.6866913,16372811,191.6866913,5,Quarter 2,2006
2006-05-26,193.1331329,190.2052002,192.4674683,190.86586,7326666,190.86586,5,Quarter 2,2006
2006-05-30,190.6906891,185.9109039,189.3293304,186.1561584,8623368,186.1561584,5,Quarter 2,2006
2006-05-31,189.3143158,183.5735779,187.0870819,186.0960999,15946637,186.0960999,5,Quarter 2,2006
2006-06-01,191.6866913,185.9859924,186.956955,191.5014954,12543444,191.5014954,6,Quarter 2,2006
2006-06-02,193.7337341,188.9139099,193.6136169,189.9099121,12760027,189.9099121,6,Quarter 2,2006
2006-06-05,190.9159088,187.2622681,188.2782745,187.4074097,11105883,187.4074097,6,Quarter 2,2006
2006-06-06,195.1951904,188.3383331,188.4784851,195.1901855,20499080,195.1901855,6,Quarter 2,2006
2006-06-07,197.6276245,193.4434357,196.8168182,193.4484406,17804777,193.4484406,6,Quarter 2,2006
2006-06-08,197.3323364,189.4844818,194.0690765,196.8468475,20698281,196.8468475,6,Quarter 2,2006
2006-06-09,197.9129181,192.8678741,196.2912903,193.4784851,12302685,193.4784851,6,Quarter 2,2006
2006-06-12,195.4404449,190.6906891,194.3643646,190.960968,10028162,190.960968,6,Quarter 2,2006
2006-06-13,193.6936951,189.2492523,190.6406403,193.4534454,15302882,193.4534454,6,Quarter 2,2006
2006-06-14,195.7457428,189.4494476,195.1101074,192.3873901,15528456,192.3873901,6,Quarter 2,2006
2006-06-15,196.3213196,191.6916962,193.5035095,195.695694,13557829,195.695694,6,Quarter 2,2006
2006-06-16,195.6606598,194.1941986,194.744751,195.5455475,10598591,195.5455475,6,Quarter 2,2006
2006-06-19,197.5975952,193.6836853,195.6206207,194.264267,15250934,194.264267,6,Quarter 2,2006
2006-06-20,196.131134,193.4484406,194.2092133,193.7787781,8071720,193.7787781,6,Quarter 2,2006
2006-06-21,202.2022095,195.0700684,195.7257233,201.2662659,17471311,201.2662659,6,Quarter 2,2006
2006-06-22,203.2032013,194.1941986,200.9909973,200.1751709,11811976,200.1751709,6,Quarter 2,2006
2006-06-23,205.0800781,200.5705719,201.5815887,202.6326294,10618970,202.6326294,6,Quarter 2,2006
